rows/crime,rows/difference,rows/end_period1,rows/end_period2,rows/period1_count,rows/period2_count,rows/population,rows/sector,rows/start_period1,rows/start_period2
ROBO A NEGOCIO C.V.,-7,2021-06,2022-06,39,32,24813,XOTEPINGO,2020-07,2021-07
ROBO A NEGOCIO C.V.,-3,2021-06,2022-06,45,42,31280,ZAPOTITLA,2020-07,2021-07
ROBO A NEGOCIO C.V.,-4,2021-06,2022-06,18,14,8502,ZARAGOZA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-11,2021-06,2022-06,51,40,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-9,2021-06,2022-06,25,16,31805,ALPES,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,5,0,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,19,18,30506,ARAGON,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,11,5,22309,ARENAL,2020-07,2021-07
ROBO A REPARTIDOR C.V.,0,2021-06,2022-06,12,12,12999,ASTURIAS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,8,6,9110,BUENAVISTA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,5,3,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,11,6,13900,CHURUBUSCO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-19,2021-06,2022-06,45,26,23963,CLAVERIA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,7,1,9495,COAPA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-3,2021-06,2022-06,12,9,12135,CONGRESO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,1,2021-06,2022-06,19,20,15715,CONSULADO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-4,2021-06,2022-06,5,1,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,4,2,14705,COYOACAN,2020-07,2021-07
ROBO A REPARTIDOR C.V.,0,2021-06,2022-06,3,3,24009,CUAJIMALPA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-19,2021-06,2022-06,44,25,30453,CUAUTEPEC,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,14,12,20511,CUCHILLA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,0,2021-06,2022-06,10,10,11851,CUITLAHUAC,2020-07,2021-07
ROBO A REPARTIDOR C.V.,3,2021-06,2022-06,7,10,18589,CULHUACAN,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-3,2021-06,2022-06,3,0,7971,DEL VALLE,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,12,6,24310,DINAMO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,5,0,20452,EL YAQUI,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-11,2021-06,2022-06,43,32,32788,ESTRELLA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,7,2021-06,2022-06,10,17,38354,FUENTE,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,23,18,19129,GRANJAS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-14,2021-06,2022-06,45,31,21186,HORMIGA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,20,18,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A REPARTIDOR C.V.,6,2021-06,2022-06,18,24,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,16,11,30260,LA NORIA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,17,12,14968,LA RAZA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,17,12,16393,LINDAVISTA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,4,2021-06,2022-06,7,11,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-8,2021-06,2022-06,8,0,24021,MILPA ALTA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,6,5,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-19,2021-06,2022-06,27,8,33579,MIXQUIC,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-8,2021-06,2022-06,39,31,12102,MOCTEZUMA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,4,3,12649,MORELOS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,2,2021-06,2022-06,3,5,7856,NAPOLES,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,10,4,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,9,2021-06,2022-06,1,10,6406,NATIVITAS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,12,2021-06,2022-06,48,60,,NO ESPECIFICADO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-44,2021-06,2022-06,114,70,24085,OASIS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-26,2021-06,2022-06,32,6,47637,PADIERNA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,20,18,13284,PANTITLAN,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-94,2021-06,2022-06,144,50,45966,PLATEROS,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,3,2,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-7,2021-06,2022-06,8,1,12243,PORTALES,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-10,2021-06,2022-06,34,24,36217,PRADERA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-42,2021-06,2022-06,102,60,43116,QUETZAL,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-14,2021-06,2022-06,41,27,30408,QUIROGA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,8,2,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,5,4,7814,ROMA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,4,3,7894,SAN ANGEL,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-10,2021-06,2022-06,17,7,23185,SAN JERONIMO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,50,49,37989,SANTA CRUZ,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-59,2021-06,2022-06,102,43,40065,SANTA FE,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-5,2021-06,2022-06,17,12,31666,SOTELO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-14,2021-06,2022-06,52,38,18220,TACUBA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,15,9,13102,TACUBAYA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-1,2021-06,2022-06,6,5,14638,TAXQUEÑA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-4,2021-06,2022-06,4,0,13235,TECOMITL,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-13,2021-06,2022-06,50,37,25702,TEOTONGO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-31,2021-06,2022-06,59,28,43511,TEPEPAN,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-6,2021-06,2022-06,15,9,9609,TEPEYAC,2020-07,2021-07
ROBO A REPARTIDOR C.V.,11,2021-06,2022-06,49,60,36811,TEZONCO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-3,2021-06,2022-06,22,19,17800,TICOMAN,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-7,2021-06,2022-06,27,20,18974,TLACOTAL,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-2,2021-06,2022-06,8,6,16096,TLATELOLCO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-4,2021-06,2022-06,9,5,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-18,2021-06,2022-06,25,7,24813,XOTEPINGO,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-13,2021-06,2022-06,29,16,31280,ZAPOTITLA,2020-07,2021-07
ROBO A REPARTIDOR C.V.,-3,2021-06,2022-06,4,1,8502,ZARAGOZA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-15,2021-06,2022-06,42,27,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-9,2021-06,2022-06,13,4,31805,ALPES,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,4,2,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,1,2021-06,2022-06,2,3,30506,ARAGON,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,5,2,22309,ARENAL,2020-07,2021-07
ROBO A REPARTIDOR S.V.,3,2021-06,2022-06,4,7,12999,ASTURIAS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,4,4,9110,BUENAVISTA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,1,1,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,4,2,13900,CHURUBUSCO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,6,4,23963,CLAVERIA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,12,9,9495,COAPA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-5,2021-06,2022-06,9,4,12135,CONGRESO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,6,4,15715,CONSULADO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,12,9,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,4,2021-06,2022-06,2,6,14705,COYOACAN,2020-07,2021-07
ROBO A REPARTIDOR S.V.,2,2021-06,2022-06,0,2,24009,CUAJIMALPA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,5,3,30453,CUAUTEPEC,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,5,5,20511,CUCHILLA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-5,2021-06,2022-06,6,1,11851,CUITLAHUAC,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-4,2021-06,2022-06,8,4,18589,CULHUACAN,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,5,3,7971,DEL VALLE,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-4,2021-06,2022-06,5,1,24310,DINAMO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,3,1,20452,EL YAQUI,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,7,4,32788,ESTRELLA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-5,2021-06,2022-06,7,2,38354,FUENTE,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-1,2021-06,2022-06,4,3,19129,GRANJAS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-10,2021-06,2022-06,16,6,21186,HORMIGA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,4,4,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-7,2021-06,2022-06,10,3,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,3,1,30260,LA NORIA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,3,1,14968,LA RAZA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-9,2021-06,2022-06,11,2,16393,LINDAVISTA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,3,0,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,2,2021-06,2022-06,1,3,24021,MILPA ALTA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-1,2021-06,2022-06,19,18,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,1,2021-06,2022-06,2,3,33579,MIXQUIC,2020-07,2021-07
ROBO A REPARTIDOR S.V.,2,2021-06,2022-06,7,9,12102,MOCTEZUMA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,3,3,12649,MORELOS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-1,2021-06,2022-06,4,3,7856,NAPOLES,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,6,3,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,2,0,6406,NATIVITAS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,2,2021-06,2022-06,15,17,,NO ESPECIFICADO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,8,2021-06,2022-06,14,22,24085,OASIS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,3,3,47637,PADIERNA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-5,2021-06,2022-06,30,25,13284,PANTITLAN,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-20,2021-06,2022-06,27,7,45966,PLATEROS,2020-07,2021-07
ROBO A REPARTIDOR S.V.,1,2021-06,2022-06,4,5,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-5,2021-06,2022-06,8,3,12243,PORTALES,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,5,2,36217,PRADERA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,4,2021-06,2022-06,8,12,43116,QUETZAL,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-1,2021-06,2022-06,4,3,30408,QUIROGA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-14,2021-06,2022-06,20,6,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-9,2021-06,2022-06,11,2,7814,ROMA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-11,2021-06,2022-06,16,5,7894,SAN ANGEL,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-7,2021-06,2022-06,8,1,23185,SAN JERONIMO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,5,2021-06,2022-06,5,10,37989,SANTA CRUZ,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,9,7,40065,SANTA FE,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,4,4,31666,SOTELO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-13,2021-06,2022-06,21,8,18220,TACUBA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,6,3,13102,TACUBAYA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-3,2021-06,2022-06,6,3,14638,TAXQUEÑA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-1,2021-06,2022-06,1,0,13235,TECOMITL,2020-07,2021-07
ROBO A REPARTIDOR S.V.,3,2021-06,2022-06,2,5,25702,TEOTONGO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,6,4,43511,TEPEPAN,2020-07,2021-07
ROBO A REPARTIDOR S.V.,3,2021-06,2022-06,3,6,9609,TEPEYAC,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-2,2021-06,2022-06,9,7,36811,TEZONCO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-7,2021-06,2022-06,10,3,17800,TICOMAN,2020-07,2021-07
ROBO A REPARTIDOR S.V.,0,2021-06,2022-06,5,5,18974,TLACOTAL,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-4,2021-06,2022-06,5,1,16096,TLATELOLCO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-1,2021-06,2022-06,5,4,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A REPARTIDOR S.V.,-11,2021-06,2022-06,12,1,24813,XOTEPINGO,2020-07,2021-07
ROBO A REPARTIDOR S.V.,1,2021-06,2022-06,6,7,31280,ZAPOTITLA,2020-07,2021-07
ROBO A REPARTIDOR S.V.,1,2021-06,2022-06,0,1,8502,ZARAGOZA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-17,2021-06,2022-06,228,211,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-19,2021-06,2022-06,108,89,31805,ALPES,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,17,2021-06,2022-06,39,56,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,36,2021-06,2022-06,88,124,30506,ARAGON,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-1,2021-06,2022-06,80,79,22309,ARENAL,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-44,2021-06,2022-06,213,169,12999,ASTURIAS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-16,2021-06,2022-06,104,88,9110,BUENAVISTA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-9,2021-06,2022-06,25,16,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,4,2021-06,2022-06,46,50,13900,CHURUBUSCO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-12,2021-06,2022-06,200,188,23963,CLAVERIA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,0,2021-06,2022-06,69,69,9495,COAPA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-9,2021-06,2022-06,158,149,12135,CONGRESO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,12,2021-06,2022-06,91,103,15715,CONSULADO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-17,2021-06,2022-06,78,61,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,22,2021-06,2022-06,82,104,14705,COYOACAN,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-11,2021-06,2022-06,41,30,24009,CUAJIMALPA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-28,2021-06,2022-06,128,100,30453,CUAUTEPEC,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,27,2021-06,2022-06,56,83,20511,CUCHILLA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,4,2021-06,2022-06,61,65,11851,CUITLAHUAC,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-11,2021-06,2022-06,121,110,18589,CULHUACAN,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,3,2021-06,2022-06,76,79,7971,DEL VALLE,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-9,2021-06,2022-06,46,37,24310,DINAMO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-5,2021-06,2022-06,21,16,20452,EL YAQUI,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-10,2021-06,2022-06,100,90,32788,ESTRELLA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,44,2021-06,2022-06,73,117,38354,FUENTE,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-6,2021-06,2022-06,78,72,19129,GRANJAS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-23,2021-06,2022-06,129,106,21186,HORMIGA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,31,2021-06,2022-06,105,136,33196,HUIPULCO-HOSPITALES,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,23,2021-06,2022-06,102,125,16877,IZTACCIHUATL,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,12,2021-06,2022-06,55,67,30260,LA NORIA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-18,2021-06,2022-06,83,65,14968,LA RAZA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,40,2021-06,2022-06,140,180,16393,LINDAVISTA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,2,2021-06,2022-06,120,122,12330,MERCED-BALBUENA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-11,2021-06,2022-06,25,14,24021,MILPA ALTA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-11,2021-06,2022-06,122,111,5681,MIXCALCO-HERALDO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-59,2021-06,2022-06,170,111,33579,MIXQUIC,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,22,2021-06,2022-06,133,155,12102,MOCTEZUMA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-15,2021-06,2022-06,59,44,12649,MORELOS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-23,2021-06,2022-06,142,119,7856,NAPOLES,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,27,2021-06,2022-06,141,168,9808,NARVARTE-ALAMOS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,15,2021-06,2022-06,64,79,6406,NATIVITAS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,52,2021-06,2022-06,98,150,,NO ESPECIFICADO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-8,2021-06,2022-06,286,278,24085,OASIS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-2,2021-06,2022-06,79,77,47637,PADIERNA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,7,2021-06,2022-06,112,119,13284,PANTITLAN,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,29,2021-06,2022-06,355,384,45966,PLATEROS,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-28,2021-06,2022-06,90,62,5611,POLANCO-CASTILLO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,24,2021-06,2022-06,85,109,12243,PORTALES,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,61,2021-06,2022-06,100,161,36217,PRADERA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-59,2021-06,2022-06,275,216,43116,QUETZAL,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,30,2021-06,2022-06,132,162,30408,QUIROGA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-13,2021-06,2022-06,118,105,4141,REVOLUCION-ALAMEDA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,0,2021-06,2022-06,102,102,7814,ROMA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-29,2021-06,2022-06,92,63,7894,SAN ANGEL,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,5,2021-06,2022-06,57,62,23185,SAN JERONIMO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-8,2021-06,2022-06,189,181,37989,SANTA CRUZ,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,23,2021-06,2022-06,221,244,40065,SANTA FE,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-18,2021-06,2022-06,98,80,31666,SOTELO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-67,2021-06,2022-06,431,364,18220,TACUBA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-58,2021-06,2022-06,211,153,13102,TACUBAYA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,19,2021-06,2022-06,97,116,14638,TAXQUEÑA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-1,2021-06,2022-06,22,21,13235,TECOMITL,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,32,2021-06,2022-06,183,215,25702,TEOTONGO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-49,2021-06,2022-06,205,156,43511,TEPEPAN,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,7,2021-06,2022-06,99,106,9609,TEPEYAC,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,8,2021-06,2022-06,241,249,36811,TEZONCO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,6,2021-06,2022-06,91,97,17800,TICOMAN,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,33,2021-06,2022-06,154,187,18974,TLACOTAL,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-10,2021-06,2022-06,97,87,16096,TLATELOLCO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,20,2021-06,2022-06,97,117,27528,UNIVERSIDAD,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-24,2021-06,2022-06,143,119,24813,XOTEPINGO,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,-41,2021-06,2022-06,121,80,31280,ZAPOTITLA,2020-07,2021-07
ROBO A TRANSEUNTE C.V.,0,2021-06,2022-06,46,46,8502,ZARAGOZA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,0,2021-06,2022-06,33,33,22143,ABASTO-REFORMA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-3,2021-06,2022-06,26,23,31805,ALPES,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,11,2021-06,2022-06,44,55,4441,ANGEL-ZONA ROSA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,13,17,30506,ARAGON,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,20,24,22309,ARENAL,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-12,2021-06,2022-06,52,40,12999,ASTURIAS,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,14,2021-06,2022-06,35,49,9110,BUENAVISTA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,3,2021-06,2022-06,5,8,13501,CHAPULTEPEC,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,15,2021-06,2022-06,7,22,13900,CHURUBUSCO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-2,2021-06,2022-06,23,21,23963,CLAVERIA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,4,2021-06,2022-06,19,23,9495,COAPA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,29,2021-06,2022-06,57,86,12135,CONGRESO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-6,2021-06,2022-06,14,8,15715,CONSULADO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,15,2021-06,2022-06,64,79,10129,CORREDOR-CENTRO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,12,2021-06,2022-06,27,39,14705,COYOACAN,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-3,2021-06,2022-06,9,6,24009,CUAJIMALPA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,3,2021-06,2022-06,9,12,30453,CUAUTEPEC,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-2,2021-06,2022-06,10,8,20511,CUCHILLA,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,2,2021-06,2022-06,5,7,11851,CUITLAHUAC,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,1,2021-06,2022-06,20,21,18589,CULHUACAN,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,-9,2021-06,2022-06,31,22,7971,DEL VALLE,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,5,2021-06,2022-06,6,11,24310,DINAMO,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,9,2021-06,2022-06,6,15,20452,EL YAQUI,2020-07,2021-07
ROBO A TRANSEUNTE S.V.,6,2021-06,2022-06,11,17,32788,ESTRELLA,2020-07,2021-07
